KOname	ko
RRAS2, TC21; Ras-related protein R-Ras2	K07830
RRAS; Ras-related protein R-Ras	K07829
RRB1, GRWD1; ribosome assembly protein RRB1	K14848
RRBP1; ribosome-binding protein 1	K14000
RREB1; ras-responsive element-binding protein 1	K20210
RRH; visual pigment-like receptor peropsin	K04253
RRI2, CSN10; COP9 signalosome complex subunit 10	K24366
RRM1; ribonucleoside-diphosphate reductase subunit M1	K10807
RRM2; ribonucleoside-diphosphate reductase subunit M2	K10808
RRN10; RNA polymerase I-specific transcription initiation factor RRN10	K15221
RRN11; RNA polymerase I-specific transcription initiation factor RRN11	K15222
RRN3, TIFIA; RNA polymerase I-specific transcription initiation factor RRN3	K15216
RRN5; RNA polymerase I-specific transcription initiation factor RRN5	K15217
RRN6; RNA polymerase I-specific transcription initiation factor RRN6	K15218
RRN7; RNA polymerase I-specific transcription initiation factor RRN7	K15219
RRN9; RNA polymerase I-specific transcription initiation factor RRN9	K15220
RRP12; ribosomal RNA-processing protein 12	K14794
RRP17, NOL12; ribosomal RNA-processing protein 17	K14851
RRP1; ribosomal RNA-processing protein 1	K14849
rrp1; two-component system, glycerol uptake and utilization response regulator	K18444
RRP36; ribosomal RNA-processing protein 36	K14795
RRP40, EXOSC3; exosome complex component RRP40	K03681
RRP41, EXOSC4, SKI6; exosome complex component RRP41	K11600
RRP42, EXOSC7; exosome complex component RRP42	K12589
RRP43, EXOSC8, OIP2; exosome complex component RRP43	K12586
RRP45, EXOSC9; exosome complex component RRP45	K03678
RRP46, EXOSC5; exosome complex component RRP46	K12590
RRP4, EXOSC2; exosome complex component RRP4	K03679
RRP5, PDCD11; rRNA biogenesis protein RRP5	K14792
RRP6, EXOSC10; exosome complex exonuclease RRP6	K12591
RRP7; ribosomal RNA-processing protein 7	K14545
RRP8; ribosomal RNA-processing protein 8	K14850
RRP9; ribosomal RNA-processing protein 9	K14793
RRS1; regulator of ribosome biosynthesis	K14852
RRT; rhamnogalacturonan I rhamnosyltransferase	K23280
RSA1; ribosome assembly protein 1	K14853
RSA3; ribosome assembly protein 3	K14854
RSA4, NLE1; ribosome assembly protein 4	K14855
rsaA; S-layer protein	K12544
RSAD2; radical S-adenosyl methionine domain-containing protein 2	K15045
RSBN1, KDM9; lysine-specific demethylase 9	K22610
rsbQ; sigma-B regulation protein RsbQ	K19707
rsbR; rsbT co-antagonist protein RsbR	K17763
rsbS; rsbT antagonist protein RsbS	K17762
rsbT; serine/threonine-protein kinase RsbT	K17752
rsbU_P; phosphoserine phosphatase RsbU/P	K07315
rsbV; anti-sigma B factor antagonist	K04749
rsbW; serine/threonine-protein kinase RsbW	K04757
rsbX; phosphoserine phosphatase RsbX	K05518
RSC1_2; chromatin structure-remodeling complex subunit RSC1/2	K11756
RSC3_30; chromatin structure-remodeling complex subunit RSC3/30	K11758
RSC4; chromatin structure-remodeling complex subunit RSC4	K11759
RSC58; chromatin structure-remodeling complex subunit RSC58	K11766
RSC6; chromatin structure-remodeling complex subunit RSC6	K11760
RSC8, SWH3, SSR2; chromatin structure-remodeling complex subunit RSC8	K11762
RSC9; chromatin structure-remodeling complex subunit RSC9	K11763
rsd; regulator of sigma D	K07740
rseA; sigma-E factor negative regulatory protein RseA	K03597
rseB; sigma-E factor negative regulatory protein RseB	K03598
rseC; sigma-E factor negative regulatory protein RseC	K03803
rseP; regulator of sigma E protease	K11749
rseX; small regulatory RNA RseX	K18519
RSF1; remodeling and spacing factor 1	K11657
rsfA; prespore-specific regulator	K06314
RSG1, CPLANE2; REM2 and Rab-like small GTPase 1	K22860
rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase	K06949
RSKL; ribosomal protein S6 kinase-like	K20839
rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase	K03500
rsmC; 16S rRNA (guanine1207-N2)-methyltransferase	K00564
rsmD; 16S rRNA (guanine966-N2)-methyltransferase	K08316
rsmE; 16S rRNA (uracil1498-N3)-methyltransferase	K09761
rsmF; 16S rRNA (cytosine1407-C5)-methyltransferase	K11392
rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase	K07056
rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase	K15984
rsmY; small regulatory RNA RsmY	K20969
rsmZ; small regulatory RNA RsmZ	K20970
rspA, manD; mannonate dehydratase	K08323
rspB; L-gulonate 5-dehydrogenase	K08322
RSPH1; radial spoke head protein 1	K19755
RSPH3; radial spoke head protein 3	K23965
RSPH4_6; radial spoke head protein 4/6	K19756
RSPH9; radial spoke head protein 9	K19757
RSPO1; R-spondin 1	K19471
RSPO2; R-spondin 2	K23097
RSPO3; R-spondin 3	K23098
RSPO4; R-spondin 4	K23099
rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor	K22293
RSPRY1; RING finger and SPRY domain-containing protein 1	K23332
RSRC1; arginine/serine-rich coiled-coil protein 1	K24594
RSRC2; arginine/serine-rich coiled-coil protein 2	K24595
rssB, hnr; two-component system, response regulator	K02485
rstA1; phage replication initiation protein	K07467
rstA; two-component system, OmpR family, response regulator RstA	K07661
rstB; two-component system, OmpR family, sensor histidine kinase RstB	K07639
rsuA; 16S rRNA pseudouridine516 synthase	K06183
rtcA; RNA 3'-terminal phosphate cyclase (GTP)	K18105
RTCA, rtcA; RNA 3'-terminal phosphate cyclase (ATP)	K01974
rtcB; release factor H-coupled RctB family protein	K18148
RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase)	K14415
rtcR; transcriptional regulatory protein RtcR	K14414
RTEL1; regulator of telomere elongation helicase 1	K11136
RTF1; RNA polymerase-associated protein RTF1	K15178
RTG2; retrograde regulation protein 2	K11369
RT; HIV-1 reverse transcriptase / ribonuclease H	K24802
RT; HTLV-1 reverse transcriptase / ribonuclease H	K25055
RTKN; rhotekin	K24024
RTN1; reticulon-1	K20721
RTN2; reticulon-2	K20722
RTN3; reticulon-3	K20723
RTN4IP1; reticulon-4-interacting protein 1, mitochondrial	K23164
RTN4; reticulon-4	K20720
RTN4RL1, NGR3; reticulon-4 receptor-like 1	K16660
RTN4RL2, NGR2; reticulon-4 receptor-like 2	K16661
RTN4R, NGR; reticulon-4 receptor	K16659
rtpR; ribonucleoside-triphosphate reductase (thioredoxin)	K00527
RTSC, SPG8; WASH complex subunit strumpellin	K18464
RTT103; regulator of Ty1 transposition protein 103	K15559
RTT109, KAT11; regulator of Ty1 transposition protein 109	K11309
RTTN; rotatin	K16484
rtxA1, rtxA; structural toxin protein (hemagglutinin/hemolysin) RtxA	K11022
rtxA; RTX toxin RtxA	K10953
rtxB, fitA; ATP-binding cassette, subfamily B, bacterial RtxB	K12530
rtxC; dihydrorhizobitoxine desaturase	K22875
rtxD, fitB; membrane fusion protein, RTX toxin transport system	K12532
rtxE, fitC; ATP-binding cassette, subfamily B, bacterial RtxE	K12531
rubB, alkT; rubredoxin---NAD+ reductase	K05297
RUBCN; run domain Beclin-1 interacting and cysteine-rich containing protein	K19330
RUFY1_2, RABIP4; RUN and FYVE domain-containing protein 1/2	K12482
RUFY3; protein RUFY3	K24776
rumA; 23S rRNA (uracil1939-C5)-methyltransferase	K03215
rumB; 23S rRNA (uracil747-C5)-methyltransferase	K03212
RUNDC1; RUN domain-containing protein 1	K24786
RUNDC3; RUN domain-containing protein 3	K24787
RUN; RUNX transcription factor Runt	K20213
RUNX1, AML1; runt-related transcription factor 1	K08367
RUNX1T1, CBFA2T1; CBFA2/RNUX1 translocation partner 1	K10053
RUNX2, AML3; runt-related transcription factor 2	K09278
RUNX3, AML2; runt-related transcription factor 3	K09279
RUNXA_B; runt-related transcription factor	K09280
rusA; crossover junction endodeoxyribonuclease RusA	K01160
RUSC1, NESCA; RUN and SH3 domain-containing protein 1	K23283
RUSC2; iporin	K23291
rus; rusticyanin	K18683
rutA; pyrimidine oxygenase	K09018
rutB; ureidoacrylate peracid hydrolase	K09020
rutC; aminoacrylate peracid reductase	K09021
rutD; aminoacrylate hydrolase	K09023
rutE; 3-hydroxypropanoate dehydrogenase	K09019
rutF; flavin reductase	K09024
rutG; putative pyrimidine permease RutG	K09016
rutR; TetR/AcrR family transcriptional regulator	K09017
ruvA; holliday junction DNA helicase RuvA	K03550
ruvB; holliday junction DNA helicase RuvB	K03551
RUVBL1, RVB1, INO80H; RuvB-like protein 1	K04499
RUVBL2, RVB2, INO80J; RuvB-like protein 2	K11338
ruvC; crossover junction endodeoxyribonuclease RuvC	K01159
ruvX; putative holliday junction resolvase	K07447
RUXX; small nuclear ribonucleoprotein	K04796
RXFP1, LGR7; relaxin family peptide receptor 1	K04306
RXFP2, LGR8; relaxin family peptide receptor 2	K04307
RXFP3, RLN3R1; relaxin family peptide receptor 3	K08397
RXFP4, RLN3R2; relaxin family peptide receptor 4	K08398
RXRA, NR2B1; retinoid X receptor alpha	K08524
RXRB, NR2B2; retinoid X receptor beta	K08525
RXRG, NR2B3; retinoid X receptor gamma	K08526
Rya-R, NEPYR; RYamide receptor	K14072
rybB; small regulatory RNA RybB	K18508
RYBP; RING1 and YY1-binding protein	K11469
rydC; small regulatory RNA RydC	K18509
ryhB; small regulatory RNA RyhB	K18507
RYK; RYK receptor-like tyrosine kinase	K05128
RYR1; ryanodine receptor 1	K04961
RYR2; ryanodine receptor 2	K04962
RYR3; ryanodine receptor 3	K04963
rzpD; prophage endopeptidase	K14744
S100A10; protein S100-A10	K17274
S100A11_13, S100C; protein S100-A11/13	K23765
S100A12; protein S100-A12	K23766
S100A14; protein S100-A14	K23767
S100A16, S100F; protein S100-A16	K23768
S100A1; protein S100-A1	K23758
S100A2; protein S100-A2	K23759
S100A3, S100E; protein S100-A3	K23760
S100A4; protein S100-A4	K23761
S100A5, S100D; protein S100-A5	K23762
S100A6; protein S100-A6	K23764
S100A7; protein S100-A7	K21126
S100A8; protein S100-A8	K21127
S100A9; protein S100-A9	K21128
S100B; protein S100-B	K23770
S100G; protein S100-G	K14734
S100P; protein S100-P	K23771
S100Z; protein S100-Z	K23772
S1; Mammalian orthoreovirus 3 outer capsid protein sigma-1	K19250
S1PR1, EDG1, CD363; sphingosine 1-phosphate receptor 1	K04288
S1PR2, EDG5; sphingosine 1-phosphate receptor 2	K04292
S1PR3, EDG3; sphingosine 1-phosphate receptor 3	K04290
S1PR4, EDG6; sphingosine 1-phosphate receptor 4	K04293
S1PR5, EDG8; sphingosine 1-phosphate receptor 5	K04295
S1; SARS coronavirus spike protein S1	K25001
s25dA; steroid C-25 hydroxylase alpha subunit	K24713
s25dB; steroid C-25 hydroxylase beta subunit	K24714
s25dC; steroid C-25 hydroxylase gamma subunit	K24715
S2; SARS coronavirus spike protein S2	K25002
S8H; scopoletin 8-hydroxylase	K23145
SAA; serum amyloid A protein	K17310
sabA; outer membrane protein SabA	K15848
SAC1, SACM1L; phosphatidylinositol 4-phosphatase	K21797
SAC2, INPP5F; phosphatidylinositol 4-phosphatase	K21798
SAC3D1, SHD1; SAC3 domain-containing protein 1	K16734
SAC3; nuclear mRNA export protein SAC3	K23719
SAC7; GTPase-activating protein SAC7	K19845
sacB; levansucrase	K00692
sacC, levB; levanase	K01212
SACS; sacsin	K17592
sadC; diguanylate cyclase	K21019
SAD, CYP315A1; ecdysteroid 2-hydroxylase	K10722
sad; succinate-semialdehyde dehydrogenase	K08324
SAE3, SWI5; DNA repair protein Swi5/Sae3	K10991
saeR; two-component system, OmpR family, response regulator SaeR	K10682
saeS; two-component system, OmpR family, sensor histidine kinase SaeS	K10681
SAF1; SCF-associated factor 1	K15072
safA; morphogenetic protein associated with SpoVID	K06370
safA; two-component-system connector protein SafA	K23236
SAFB; scaffold attachment factor B	K25092
safD; sulfoacetaldehyde dehydrogenase	K19699
SAG1, AGAL1; alpha-agglutinin	K19898
sagA; salicylate---CoA ligase	K24408
sagA; streptolysin S associated protein	K11046
SAG; major surface antigen	K14143
SAG; S-arrestin	K19627
sagS; two-component system, sensor histidine kinase SagS	K20973
SAK1; SNF1-activating kinase 1	K21157
sak; staphylokinase	K14198
SAL; 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase	K15422
SALAT; salutaridinol 7-O-acetyltransferase	K13393
salE; salbostatin 6'-phosphate phosphatase	K20440
salK; two-component system, NarL family, secretion system sensor histidine kinase SalK	K14988
salL; adenosyl-chloride synthase	K21153
SALL; sal-like protein	K19871
salP; putative phosphohexomutase / phosphatase	K20439
SALR; salutaridine reductase (NADPH)	K13392
salR; two-component system, NarL family, secretion system response regulator SalR	K14989
SAM35, TOM38; sorting and assembly machinery component 35	K17715
SAM37, TOM37; sorting and assembly machinery component 37	K17714
SAM50, TOB55, bamA; outer membrane protein insertion porin family	K07277
SAMase; S-adenosyl-L-methionine hydrolase (L-homoserine-forming)	K21534
SAMD8; sphingomyelin synthase-related protein 1	K22697
SAMD9, SAMD9L; sterile alpha motif domain-contaning protein 9	K23949
SAMHD1; deoxynucleoside triphosphate triphosphohydrolase SAMHD1	K22544
sam; S-adenosylmethionine uptake transporter	K15270
SAMSN1; SAM domain-containing protein SAMSN-1	K23707
SAMT; salicylate 1-O-methyltransferase	K21483
sanA; SanA protein	K03748
SAP130; histone deacetylase complex subunit SAP130	K19192
SAP155; SIT4-associating protein SAP155	K15457
SAP185_190; SIT4-associating protein SAP185/190	K15458
SAP18; histone deacetylase complex subunit SAP18	K14324
SAP25; histone deacetylase complex subunit SAP25	K19193
SAP30; histone deacetylase complex subunit SAP30	K19202
sap; 3-succinoylsemialdehyde-pyridine dehydrogenase	K19700
sapA; cationic peptide transport system substrate-binding protein	K19226
sapB; cationic peptide transport system permease protein	K19227
SAP; candidapepsin	K06005
sapC; cationic peptide transport system permease protein	K19228
sapD; cationic peptide transport system ATP-binding protein	K19229
sapF; cationic peptide transport system ATP-binding protein	K19230
sapM; phosphatidylinositol-3-phosphatase	K21302
sapZ; predicted membrane protein	K19239
SAR1; GTP-binding protein SAR1	K07953
SARDH; sarcosine dehydrogenase	K00314
SARED1; sanguinarine reductase	K20145
SARNP, CIP29, THO1; SAP domain-containing ribonucleoprotein	K18732
sar; rRNA endonuclease	K01171
SARS, serS; seryl-tRNA synthetase	K01875
SART1, HAF, SNU66; U4/U6.U5 tri-snRNP-associated protein 1	K11984
SART3, TIP110; squamous cell carcinoma antigen recognized by T-cells 3	K22611
SAS2; histone acetyltransferase SAS2	K11401
SAS3; histone acetyltransferase SAS3	K11378
SAS4; something about silencing protein 4	K11402
SAS-4; spindle assembly abnormal protein 4	K16485
SAS5; something about silencing protein 5	K11403
SAS-5; spindle assembly abnormal protein 5	K16486
SAS-6, SASS6; spindle assembly abnormal protein 6	K16487
sasA; two-component system, OmpR family, clock-associated histidine kinase SasA	K08479
sasG; surface protein G	K14195
SASH1; SAM and SH3 domain-containing protein 1	K23705
SASH3; SAM and SH3 domain-containing protein 3	K23706
SASP-A, sspA; small acid-soluble spore protein A (major alpha-type SASP)	K06418
SASP-B, sspB; small acid-soluble spore protein B (major beta-type SASP)	K06419
sat2; streptothricin acetyltransferase	K19063
sat3; streptothricin acetyltransferase	K19314
sat4; streptothricin acetyltransferase	K19273
SATB1; DNA-binding protein SATB1	K23225
SATB2; DNA-binding protein SATB2	K23226
sat, met3; sulfate adenylyltransferase	K00958
SAUR; SAUR family protein	K14488
sauS; sulfoacetaldehyde dehydrogenase	K15515
SAV1, Sav; scaffold protein salvador	K16686
SAW1; single-strand annealing weakened protein 1	K15080
sbcB, exoI; exodeoxyribonuclease I	K01141
sbcC, rad50; DNA repair protein SbcC/Rad50	K03546
sbcD, mre11; DNA repair protein SbcD/Mre11	K03547
S; Betacoronavirus (excluding SARS and MERS) spike glycoprotein	K24325
SBF1_2, MTMR5_13; myotubularin-related protein 5/13	K18061
sbi; immunoglobulin G-binding protein Sbi	K14197
SBK; serine/threonine-protein kinase SBK	K08858
sbmA, bacA; peptide/bleomycin uptake transporter	K17938
sbmC; DNA gyrase inhibitor	K07470
sbnA; N-(2-amino-2-carboxyethyl)-L-glutamate synthase	K21949
sbnB; N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase	K21721
sbnC; staphyloferrin B synthase	K23375
sbnD; MFS transporter, DHA1 family, staphyloferrin B biosynthesis exporter	K23361
sbnE; L-2,3-diaminopropanoate---citrate ligase	K23372
sbnF; 2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase	K23374
sbnG; staphyloferrin B biosynthesis citrate synthase	K23376
sbnH; 2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase	K23373
sbnI; L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator	K23371
sbp; sulfate/thiosulfate transport system substrate-binding protein	K23163
Sb; serine proteinase stubble	K24133
SBS; santalene and bergamotene synthase	K15798
SC5DL, ERG3; Delta7-sterol 5-desaturase	K00227
SCAF4, SFRS15; SR-related and CTD-associated factor 4	K13167
SCAMP; secretory carrier-associated membrane protein	K19995
SCAN; SCAN domain-containing zinc finger protein	K09230
SCAPER; S phase cyclin A-associated protein in the endoplasmic reticulum	K24869
SCA; phosphoglycan alpha-1,2-arabinopyranosyltransferase	K13674
SCARB1; scavenger receptor class B, member 1	K13885
SCARB2, LIMP2, CD36L2; lysosome membrane protein 2	K12384
SCARF1; scavenger receptor class F member 1	K24318
SCARF2; scavenger receptor class F member 2	K24319
SCC1, MCD1, RAD21; cohesin complex subunit SCC1	K06670
SCC2, NIPBL; cohesin loading factor subunit SCC2	K06672
SCC4; cohesin loading factor subunit SCC4	K06673
SCD1; scytalone dehydratase	K17740
SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase)	K00507
SCEL; sciellin	K24424
SCFD1, SLY1; sec1 family domain-containing protein 1	K19998
SCGN; secretagogin	K23928
SCG; phosphoglycan beta-1,3-galactosyltransferase	K13673
SCH9; serine/threonine protein kinase SCH9	K19800
SCHP1; schwannomin-interacting protein 1	K24833
SCJ1; DnaJ-related protein SCJ1	K14002
SCLY; selenocysteine lyase	K01763
SCMH1; polycomb protein SCMH1	K11461
scmK; N-acetyl-S-(2-succino)cysteine monooxygenase	K24116
SCML1; sex comb on midleg-like protein 1	K11464
SCML2; sex comb on midleg-like protein 2	K11465
SCML4; sex comb on midleg-like protein 4	K11466
scmL; S-(2-succino)cysteine N-acetyltransferase	K24117
scmP; N-acetylcysteine deacetylase	K21613
SCN10A, NAV1.8; voltage-gated sodium channel type X alpha	K04842
SCN11A, NAV1.9; voltage-gated sodium channel type XI alpha	K04843
SCN1A, NAV1.1; voltage-gated sodium channel type I alpha	K04833
SCN1B; voltage-gated sodium channel type I beta	K04845
SCN2A, NAV1.2; voltage-gated sodium channel type II alpha	K04834
SCN2B; voltage-gated sodium channel type II beta	K04846
SCN3A, NAV1.3; voltage-gated sodium channel type III alpha	K04836
SCN3B; voltage-gated sodium channel type III beta	K04847
SCN4A, NAV1.4; voltage-gated sodium channel type IV alpha	K04837
SCN4B; voltage-gated sodium channel type IV beta	K04848
SCN5A, NAV1.5; voltage-gated sodium channel type V alpha	K04838
SCN7A, SCN6A; voltage-gated sodium channel type VII alpha	K04839
SCN8A, NAV1.6; voltage-gated sodium channel type VIII alpha	K04840
SCN9A, NAV1.7; voltage-gated sodium channel type IX alpha	K04841
scnA; thiocyanate hydrolase subunit alpha	K20760
scnB; thiocyanate hydrolase subunit beta	K20761
scnC; thiocyanate hydrolase subunit gamma	K20762
SCNM1; sodium channel modifier 1	K24827
SCNN1A, ENACA; amiloride-sensitive sodium channel subunit alpha	K04824
SCNN1B, ENACB; amiloride-sensitive sodium channel subunit beta	K04825
SCNN1D, ENACD; amiloride-sensitive sodium channel subunit delta	K04826
SCNN1G, ENACG; amiloride-sensitive sodium channel subunit gamma	K04827
scn, scin; staphylococcal complement inhibitor	K14199
SCO1; protein SCO1	K07152
